"0","0.000000","0.000000","2","0.000020",
"1","0.010101","0.010101","14","0.000140",
"2","0.020202","0.020201","49","0.000490",
"3","0.030303","0.030298","82","0.000820",
"4","0.040404","0.040393","55","0.000550",
"5","0.050505","0.050484","108","0.001080",
"6","0.060606","0.060569","115","0.001150",
"7","0.070707","0.070648","142","0.001420",
"8","0.080808","0.080720","204","0.002040",
"9","0.090909","0.090784","229","0.002290",
"10","0.101010","0.100838","218","0.002180",
"11","0.111111","0.110883","243","0.002430",
"12","0.121212","0.120916","277","0.002770",
"13","0.131313","0.130936","311","0.003110",
"14","0.141414","0.140943","237","0.002370",
"15","0.151515","0.150936","259","0.002590",
"16","0.161616","0.160914","358","0.003580",
"17","0.171717","0.170875","381","0.003810",
"18","0.181818","0.180818","370","0.003700",
"19","0.191919","0.190743","394","0.003940",
"20","0.202020","0.200649","430","0.004300",
"21","0.212121","0.210534","480","0.004800",
"22","0.222222","0.220398","604","0.006040",
"23","0.232323","0.230239","400","0.004000",
"24","0.242424","0.240057","524","0.005240",
"25","0.252525","0.249850","584","0.005840",
"26","0.262626","0.259618","523","0.005230",
"27","0.272727","0.269359","616","0.006160",
"28","0.282828","0.279073","614","0.006140",
"29","0.292929","0.288758","669","0.006690",
"30","0.303030","0.298414","659","0.006590",
"31","0.313131","0.308039","757","0.007570",
"32","0.323232","0.317633","714","0.007140",
"33","0.333333","0.327195","667","0.006670",
"34","0.343434","0.336723","749","0.007490",
"35","0.353535","0.346217","792","0.007920",
"36","0.363636","0.355675","773","0.007730",
"37","0.373737","0.365097","779","0.007790",
"38","0.383838","0.374482","863","0.008630",
"39","0.393939","0.383829","841","0.008410",
"40","0.404040","0.393137","887","0.008870",
"41","0.414141","0.402404","945","0.009450",
"42","0.424242","0.411630","862","0.008620",
"43","0.434343","0.420815","866","0.008660",
"44","0.444444","0.429956","1113","0.011130",
"45","0.454545","0.439054","932","0.009320",
"46","0.464646","0.448107","1067","0.010670",
"47","0.474747","0.457114","1071","0.010710",
"48","0.484848","0.466074","1010","0.010100",
"49","0.494949","0.474987","1051","0.010510",
"50","0.505050","0.483852","1128","0.011280",
"51","0.515152","0.492667","1088","0.010880",
"52","0.525253","0.501432","1011","0.010110",
"53","0.535354","0.510145","1158","0.011580",
"54","0.545455","0.518807","1026","0.010260",
"55","0.555556","0.527415","1077","0.010770",
"56","0.565657","0.535970","1240","0.012400",
"57","0.575758","0.544470","1235","0.012350",
"58","0.585859","0.552915","1381","0.013810",
"59","0.595960","0.561303","1100","0.011000",
"60","0.606061","0.569634","1299","0.012990",
"61","0.616162","0.577907","1334","0.013340",
"62","0.626263","0.586121","1320","0.013200",
"63","0.636364","0.594275","1265","0.012650",
"64","0.646465","0.602368","1282","0.012820",
"65","0.656566","0.610400","1374","0.013740",
"66","0.666667","0.618370","1298","0.012980",
"67","0.676768","0.626276","1390","0.013900",
"68","0.686869","0.634119","1458","0.014580",
"69","0.696970","0.641897","1413","0.014130",
"70","0.707071","0.649610","1563","0.015630",
"71","0.717172","0.657256","1398","0.013980",
"72","0.727273","0.664835","1410","0.014100",
"73","0.737374","0.672346","1510","0.015100",
"74","0.747475","0.679789","1445","0.014450",
"75","0.757576","0.687162","1310","0.013100",
"76","0.767677","0.694466","1603","0.016030",
"77","0.777778","0.701698","1601","0.016010",
"78","0.787879","0.708859","1500","0.015000",
"79","0.797980","0.715947","1543","0.015430",
"80","0.808081","0.722963","1496","0.014960",
"81","0.818182","0.729904","1510","0.015100",
"82","0.828283","0.736771","1924","0.019240",
"83","0.838384","0.743563","1376","0.013760",
"84","0.848485","0.750280","1378","0.013780",
"85","0.858586","0.756919","1571","0.015710",
"86","0.868687","0.763481","1608","0.016080",
"87","0.878788","0.769966","1588","0.015880",
"88","0.888889","0.776372","1642","0.016420",
"89","0.898990","0.782699","1702","0.017020",
"90","0.909091","0.788945","1574","0.015740",
"91","0.919192","0.795112","1617","0.016170",
"92","0.929293","0.801197","1737","0.017370",
"93","0.939394","0.807200","1631","0.016310",
"94","0.949495","0.813122","1582","0.015820",
"95","0.959596","0.818960","1697","0.016970",
"96","0.969697","0.824714","1675","0.016750",
"97","0.979798","0.830385","1700","0.017000",
"98","0.989899","0.835971","1732","0.017320",
"99","1.000000","0.841471","2610","0.026100",
